pid|url|brand|name|year|gender|collection|main_photo|info_card|user_photoes|video_url|accords|notes_pyramid|perfumers|description|rating|reviews_count|appreciation|price_value|gender_votes|longevity|sillage|season|time_of_day|pros_cons|by_designer|in_collection|reminds_of|also_like|news_ids
485|https://www.fragrantica.com/perfume/Dolce-Gabbana/Light-Blue-485.html|Dolce&Gabbana;b72|Light Blue|2001|gender_for_women|LIGHT BLUE BY DOLCE&GABBANA|https://fimgs.net/mdimg/perfume-thumbs/375x500.485.jpg|https://www.fragrantica.com/mdimg/perfume-social-cards/en-p_c_485.jpeg|https://fimgs.net/mdimg/perfume-social-cards/en-p_c_485.jpeg;https://fimgs.net/photogram/p1200/nz/yb/DXERzKYrcFR4wGcG.jpg;https://fimgs.net/photogram/p1200/jd/dr/F8Vsj3TI0zScVYYs.jpg;https://fimgs.net/photogram/p1200/kv/xs/b1N8hBI9CPWJm52u.jpg;https://fimgs.net/photogram/p1200/rp/xv/MW5OlTRLkb94Vf8x.jpg;https://fimgs.net/photogram/p1200/ya/f4/ugX8qsS1wud1BtL2.jpg;https://fimgs.net/photogram/p1200/2u/xl/DZSrlnRb27WtN7Xw.jpg;https://fimgs.net/photogram/p1200/0w/bg/Sc6LuYQXNkqafT1C.jpg;https://fimgs.net/photogram/p1200/zu/u6/alY393JKhYVO2kxV.jpg;https://fimgs.net/photogram/p1200/yn/07/etKZC17ro940Tno2.jpg;https://fimgs.net/photogram/p1200/31/sq/DwbILRG2Y6QOlWey.jpg;https://fimgs.net/photogram/p1200/fj/yb/km3acy5bqk49m20m.jpg;https://fimgs.net/photogram/p1200/be/ap/U4DgFRc3hBy79AfG.jpg;https://fimgs.net/photogram/p1200/mo/ls/2WxWHpZWpc3eEAhc.jpg;https://fimgs.net/photogram/p1200/79/cd/NfebzG6fBbMjGj8v.jpg;https://fimgs.net/photogram/p1200/wg/zk/VIIqu98mR1FUBaC1.jpg;https://fimgs.net/photogram/p1200/4j/an/T8SNk90HFgPnsnlJ.jpg;https://fimgs.net/photogram/p1200/tn/yv/T6nkbZzOUgWi6X5S.jpg;https://fimgs.net/photogram/p1200/vb/wd/A6eq4PZVFOp9xPYV.jpg;https://fimgs.net/photogram/p1200/dr/4k/iiEUx13qwUzFONyO.jpg;https://fimgs.net/photogram/p1200/ob/x9/bVM54Mbu6O39YXex.jpg;https://fimgs.net/photogram/p1200/pw/ho/ETHl8VdCwSQjj0IP.jpg;https://fimgs.net/photogram/p1200/yc/ve/2TebkSLecNTmL7zL.jpg;https://fimgs.net/photogram/p1200/ry/aa/eAYTY6tIFma4PAEX.jpg;https://fimgs.net/photogram/p1200/ym/9v/VdtSJTjHlw8vRW77.jpg;https://fimgs.net/photogram/p1200/42/oc/ldWltAAgZJgYTf9m.jpg;https://fimgs.net/photogram/p1200/ty/bw/NBQRpdb10H652HlL.jpg;https://fimgs.net/photogram/p1200/hj/0d/laaVHxwf4GGFs4BX.jpg;https://fimgs.net/photogram/p1200/nf/to/U8UYZE9heyp5uNGX.jpg;https://fimgs.net/photogram/p1200/56/zn/X5Ituldxdi7dGDvh.jpg;https://fimgs.net/photogram/p1200/cy/aw/xAhE9Xw7VwgxjURL.jpg;https://fimgs.net/photogram/p1200/ma/io/1FGwRFkIOZwPr16e.jpg;https://fimgs.net/photogram/p1200/xx/fr/Conc2bXAvH1oBgo4.jpg;https://fimgs.net/photogram/p1200/hi/d6/icEXTeUVh6apOh7L.jpg;https://fimgs.net/photogram/p1200/u2/oz/E086CTwj85geBclb.jpg;https://fimgs.net/photogram/p1200/mn/ko/4KMBkyl61XVM5efb.jpg;https://fimgs.net/photogram/p1200/ud/lu/RD62tV8yYNaUvl6S.jpg;https://fimgs.net/photogram/p1200/pu/kf/4th3V1tYei2Abt5R.jpg;https://fimgs.net/photogram/p1200/qy/z2/TbIGfLpRjpvT0SFb.jpg;https://fimgs.net/photogram/p1200/pa/38/wop3y6dk9E14CP1x.jpg;https://fimgs.net/photogram/p1200/ea/ub/PJS3jHGgDL1JTnba.jpg;https://fimgs.net/photogram/p1200/fk/dz/pySNcUj6vgIxaaCR.jpg;https://fimgs.net/photogram/p1200/vk/fr/tEp6mSzgcBkI8vFs.jpg;https://fimgs.net/photogram/p1200/iq/ce/e4xwBzQUr5R1Q1DI.jpg;https://fimgs.net/photogram/p1200/yl/iy/X8pZAgeU56P7rh4M.jpg;https://fimgs.net/photogram/p1200/7p/bj/C2UFS4idgDipzkDX.jpg;https://fimgs.net/photogram/p1200/bs/j2/dGZzYUBW0KZcVbCW.jpg||a24:100;a91:75;a33:63;a35:59;a8:54;a53:49;a62:47;a38:44|top(n2415,1.0,5.0;n146,0.96,3.67;n1985,0.93,3.5;n293,0.78,2.7;n1985,0.93,3.5)middle(n42,0.85,3.05;n2185,0.8,2.77;n2541,0.74,2.5)base(n2260,0.85,3.05;n54,0.74,2.52)|Olivier Cresp;p39|<p>Light Blue by Dolce&amp;Gabbana is a Floral Fruity fragrance for women. Light Blue was launched in 2001. The nose behind this fragrance is Olivier Cresp. Top notes are Sicilian Lemon, Apple, Cedar and Bellflower; middle notes are Bamboo, Jasmine and White Rose; base notes are Cedar, Musk and Amber. </p><p>Dolce &amp; Gabbana Light blue is a casual and breezy, sparkling fruity-floral scent that evokes the spirit of the Sicilian summer.</p><p>Mouth-watering and fresh notes of lime and cedar are bringing an image of the South woods on the seashore. A very popular summer fragrance. Launched in 2001.</p>|3.86;35479|2500|like_love:11500:32.29;like_like:14800:41.79;like_ok:2600:7.27;like_dislike:6000:16.92;like_hate:615:1.73|price_way_overpriced:439:5.0;price_overpriced:1700:21.0;price_ok:4000:49.0;price_good_value:1700:21.0;price_great_value:319:4.0|gvotes_female:3600:37.0;gvotes_more_female:2600:27.0;gvotes_unisex:3300:34.0;gvotes_more_male:163:2.0;gvotes_male:101:1.0|longevity_very_weak:1100:9.0;longevity_weak:3100:24.0;longevity_moderate:6400:49.0;longevity_long_lasting:1900:15.0;longevity_eternal:526:4.0|sillage_intimate:3400:27.0;sillage_moderate:6900:54.0;sillage_strong:1900:15.0;sillage_enormous:535:4.0|season_winter:1800:11.16;season_spring:8800:54.86;season_summer:16100:100.0;season_fall:2000:12.4|season_day:15300:95.22;season_night:1900:11.76|pros(Clean and fresh scent,754,7;Good for summer season,695,10;Simple and easy to wear,621,15;Highly popular and well-liked fragrance,318,10;Crisp green apple and lemon notes,302,15;Soothing and uplifting,291,19;Highly versatile across any setting,274,36;Doesn't turn sour on the skin,248,28;Refreshing unisex appeal smells great on men,32,5)cons(May not work well with certain body chemistries,251,73;Sharp screechy citrus opening for some,280,183;Can smell like synthetic cleaning products,173,146;Short longevity requires frequent reapplication,30,10;Ubiquitous scent that lacks uniqueness,6,20)|59313;6086;78873;15336;48151;56358;62311;15335;96028;63485;59312;103330;31909;2056;84951;698;51249;101353;121009;113886|60038;130522;49201;129330;44034;23619;72621;104985;54493;72622;104638;66555;29960;36602;60037;66556;104984;128390;23620;104639;80376;14800;44035;1068;54494;36601;49202;29959;129331;80377;128389;14799|728:4500:1000;44034:1100:109;3116:1200:754;33237:726:122;644:886:531;3767:790:680;15280:444:99;47872:398:304;49201:221:48;80376:212:34;27679:203:54;3183:195:54;909:212:109;9200:199:84;30045:299:313;36910:158:50;84718:300:359;6272:220:201;58713:137:58;11187:153:95|14982;25324;6086;728;1733;8442;632;8069;611;631;253;413;704;209;698;988;707;1483;210;219|25075;24898;24854;24751;24469;23896;23532;23260;23088;22952;25071;25074;25064;25056;25046;24976;25070;25072;25063;19925;25066;22671;25069;25068;25041;21885;24711;24498;24523;25061
707|https://www.fragrantica.com/perfume/Mugler/Alien-707.html|Mugler;b92|Alien|2005|gender_for_women|Alien|https://fimgs.net/mdimg/perfume-thumbs/375x500.707.jpg|https://www.fragrantica.com/mdimg/perfume-social-cards/en-p_c_707.jpeg|https://fimgs.net/mdimg/perfume-social-cards/en-p_c_707.jpeg;https://fimgs.net/photogram/p1200/uc/e3/h7YZJXlVeYLey1Z3.jpg;https://fimgs.net/photogram/p1200/ch/1n/NoQ1zG01yHCwqiCq.jpg;https://fimgs.net/photogram/p1200/nk/fw/5TwW61dyTvwTBWj2.jpg;https://fimgs.net/photogram/p1200/2f/m4/ywX6ZVkpKJdIXjPW.jpg;https://fimgs.net/photogram/p1200/xu/sy/mRVIHNu0DNcZSXeV.jpg;https://fimgs.net/photogram/p1200/wb/5l/A0rq8ngvsysuvSS0.jpg;https://fimgs.net/photogram/p1200/kg/5w/Vzv31yGk9yepuqvN.jpg;https://fimgs.net/photogram/p1200/bh/el/CqfYSs2dFy9Mx1Ky.jpg;https://fimgs.net/photogram/p1200/oq/zk/PnonkxEVoAzMLh5B.jpg;https://fimgs.net/photogram/p1200/y5/tc/OhwqsmlS1Ax3xOry.jpg;https://fimgs.net/photogram/p1200/jo/zq/g34xlMgchYk6bOiJ.jpg;https://fimgs.net/photogram/p1200/mf/xs/TBYb6cNscRjBYcIY.jpg;https://fimgs.net/photogram/p1200/ld/jl/FaX5gFB0RTNL7BwO.jpg;https://fimgs.net/photogram/p1200/v5/8p/Tw1qLn5EFlHWV7jp.jpg;https://fimgs.net/photogram/p1200/mp/tt/leULIEzRjGJpPMC7.jpg;https://fimgs.net/photogram/p1200/kz/ho/OkQhWHKtxCUkFcoo.jpg;https://fimgs.net/photogram/p1200/ai/qw/MhdQv7kPDNIrVI5b.jpg;https://fimgs.net/photogram/p1200/ap/yi/ykzx2D3HDOoeBF3g.jpg;https://fimgs.net/photogram/p1200/io/xv/L3jp9lGFwyT99mvv.jpg;https://fimgs.net/photogram/p1200/wa/sf/IN1hmXT0qqu05gkN.jpg;https://fimgs.net/photogram/p1200/on/uj/hQHvl6qQTh4bAQxi.jpg;https://fimgs.net/photogram/p1200/s3/ly/EUrK7wgbsBgRiTaU.jpg;https://fimgs.net/photogram/p1200/6k/jj/8RpTe6DHqSazVL2S.jpg;https://fimgs.net/photogram/p1200/po/e9/lrVdVGfdep68ndwD.jpg;https://fimgs.net/photogram/p1200/bt/ci/CJVbZwbEEUXTSvey.jpg;https://fimgs.net/photogram/p1200/av/qe/oHwcZSdkEJ4Dx81u.jpg;https://fimgs.net/photogram/p1200/8l/oy/MUoYzylvDAqSOiRT.jpg;https://fimgs.net/photogram/p1200/wq/pr/4QMY4T0wwV0r8nKI.jpg;https://fimgs.net/photogram/p1200/9q/ts/SIqaT63W7gdCSnNE.jpg;https://fimgs.net/photogram/p1200/tx/vr/KjBbVQY5MrZHnSpm.jpg;https://fimgs.net/photogram/p1200/tw/qy/XQAaZBxQwPQTDqmo.jpg;https://fimgs.net/photogram/p1200/pt/3o/fnefctXzyjI4Rm1G.jpg;https://fimgs.net/photogram/p1200/hy/dd/1vKhyTK8KIXf2Nwt.jpg;https://fimgs.net/photogram/p1200/zh/nq/dhSWhLro9PlCPkgM.jpg;https://fimgs.net/photogram/p1200/mh/qo/ZvN9Onl2MKkUmxKI.jpg;https://fimgs.net/photogram/p1200/p9/zj/d84WWxuTakSWWbS7.jpg;https://fimgs.net/photogram/p1200/mk/yq/jDQKoaUBHrHALJbm.jpg;https://fimgs.net/photogram/p1200/af/kf/707Y3mZoYcFkEjsB.jpg;https://fimgs.net/photogram/p1200/ds/wj/lZLKfm992nbnhQWk.jpg;https://fimgs.net/photogram/p1200/h1/9l/e2sEJMDwop2E5wLv.jpg;https://fimgs.net/photogram/p1200/kj/re/e99WZJb7iI0Xy0KW.jpg;https://fimgs.net/photogram/p1200/hl/c5/5TYqJToJs2TRrwZp.jpg;https://fimgs.net/photogram/p1200/tx/wc/INhPAbIYPDWQQPfm.jpg;https://fimgs.net/photogram/p1200/9j/y4/a871k1J70uTS4lcY.jpg;https://fimgs.net/photogram/p1200/fo/q6/hJKysadHb7PB8w7y.jpg;https://fimgs.net/photogram/p1200/ww/5q/qMG7KaqF8TdN2uXw.jpg;https://fimgs.net/photogram/p1200/zj/tl/h4rwtJa5rt2uGbMF.jpg;https://fimgs.net/photogram/p1200/kv/ql/u0UwJtfaY548aFOm.jpg;https://fimgs.net/photogram/p1200/fv/i9/adDEsgxZuIXKNE0C.jpg;https://fimgs.net/photogram/p1200/lj/lm/H3ksG60Ws9Qak8qr.jpg||a89:100;a4:73;a31:44;a5:42;a62:39|top(n2187,1.0,5.0)middle(n348,0.74,2.5)base(n54,0.98,3.88)|Dominique Ropion;p2;Laurent Bruyere;p48|<p>Alien by Mugler is a Oriental Woody fragrance for women. Alien was launched in 2005. Alien was created by Dominique Ropion and Laurent Bruyere. Top note is Jasmine Sambac; middle note is Cashmeran; base note is Amber. </p><p>Alien spreads an aura, and it claims the right to do that by its very name. Thirteen years after the huge success of Angel, Thierry Mugler challenges the world of perfumery once again.</p><p>Alien is a magic elixir captured in a bottle of deep and mysterious purple with the shape of a talisman, reminiscent of a philosopher's stone or some warlock object.</p><p>The creators of Alien based the composition on three main lines: warm, white amber in the base, woodsy notes in the heart, and sunny Indian jasmine in the top.</p>|3.99;34975|3600|like_love:15800:45.08;like_like:10600:30.32;like_ok:2100:6.07;like_dislike:5400:15.43;like_hate:1100:3.1|price_way_overpriced:493:6.0;price_overpriced:1800:20.0;price_ok:4800:54.0;price_good_value:1500:17.0;price_great_value:373:4.0|gvotes_female:6700:68.0;gvotes_more_female:2100:21.0;gvotes_unisex:1000:10.0;gvotes_more_male:43:0.0;gvotes_male:61:1.0|longevity_very_weak:225:1.0;longevity_weak:577:4.0;longevity_moderate:3200:21.0;longevity_long_lasting:5900:39.0;longevity_eternal:5100:34.0|sillage_intimate:630:4.0;sillage_moderate:3800:25.0;sillage_strong:6300:42.0;sillage_enormous:4300:29.0|season_winter:11700:93.49;season_spring:5100:40.47;season_summer:2900:23.48;season_fall:9600:77.07|season_day:6000:48.3;season_night:12500:100.0|pros(Unique and unusual,990,57;Long-lasting,912,34;Alluring and sensual,769,69;Distinctive and memorable signature scent,523,39;Head-turner,518,36;Enormous sillage and powerful scent trail,429,25;Iconic otherworldly solar-jasmine composition,58,2)cons(Not a safe blind buy,873,126;Lacks the softness of traditional florals,668,115;Might cause migraine and nausea,593,202;Too much jasmine for some,337,136;Heavy and claustrophobic over time,276,225;Recent reformulations reported to have reduced performance,20,8;Noticeable synthetic 'grape candy' or medicinal opening,13,40)|102584;8766;55460;705;54977;11444;53351;6103;66393;25095;704;708;78581;61519;45639;93266;125841;91916;104941;36416|11552;2780;14221;18763;8194;82489;10325;6616;32437;43617;74871;42453;53458;89599;35983;23333;47423;17654;5769;6732;15452;59292;121443;30767;49503;68354;53459;11351;101560;48304;51521;42892;31602;59293|6616:1000:176;15097:571:87;15452:567:356;53458:438:183;40562:322:57;89599:277:77;84460:214:34;42892:232:87;62328:208:67;14221:224:107;34589:398:522;38666:280:307;32437:145:45;101560:150:56;31602:164:110;46999:109:48;15356:178:188;28516:102:46;59211:85:15;69613:122:91|14982;25324;43297;1733;611;214;631;456;218;253;413;704;485;215;18453;209;1018;1460;210;219|24231;24172;23030;22176;21811;21788;21750;21572;21465;21464;25071;25074;25064;25056;25046;24976;25070;25072;25063;19925;25066;22671;25069;25068;25041;21885;24711;24498;24523;25061
14982|https://www.fragrantica.com/perfume/Lancome/La-Vie-Est-Belle-14982.html|Lancôme;b31|La Vie Est Belle|2012|gender_for_women|LA VIE EST BELLE|https://fimgs.net/mdimg/perfume-thumbs/375x500.14982.jpg|https://www.fragrantica.com/mdimg/perfume-social-cards/en-p_c_14982.jpeg|https://fimgs.net/mdimg/perfume-social-cards/en-p_c_14982.jpeg;https://fimgs.net/photogram/p1200/aq/rm/JRfqM7Mr9OkyTPev.jpg;https://fimgs.net/photogram/p1200/h3/et/5e6wFMngcuxdFKjF.jpg;https://fimgs.net/photogram/p1200/yu/2x/pD3oSNcsADpQnS0o.jpg;https://fimgs.net/photogram/p1200/og/gr/EgPfM6PulJOCMfwb.jpg;https://fimgs.net/photogram/p1200/wb/5l/A0rq8ngvsysuvSS0.jpg;https://fimgs.net/photogram/p1200/co/b9/dxTfqfNbsIVlqsGD.jpg;https://fimgs.net/photogram/p1200/i8/5f/ozdsECNsJeRRCRyL.jpg;https://fimgs.net/photogram/p1200/xz/bb/AjPveJ8eBrKvbiaZ.jpg;https://fimgs.net/photogram/p1200/4o/5a/kF7mUEqVrvqNedqM.jpg;https://fimgs.net/photogram/p1200/yz/zy/0Rg2fMnar03p4QyH.jpg;https://fimgs.net/photogram/p1200/uv/ow/BOg5ywuYctmeoQRm.jpg;https://fimgs.net/photogram/p1200/m0/iv/97pXOiTx5gXzKe77.jpg;https://fimgs.net/photogram/p1200/c9/f9/zB1r0aJ9fx2AzurB.jpg;https://fimgs.net/photogram/p1200/im/uw/DkOndNoy4E1zpIeY.jpg;https://fimgs.net/photogram/p1200/vx/o6/TXbqvKNrEPIvrGRa.jpg;https://fimgs.net/photogram/p1200/wd/va/n4d5jZtKii9talSb.jpg;https://fimgs.net/photogram/p1200/m7/tj/4ZDrfLWCS06JTJAc.jpg;https://fimgs.net/photogram/p1200/8e/zi/NbGysGlLM6BJILBo.jpg;https://fimgs.net/photogram/p1200/tp/fm/2r3dlTUw7e6HxHiY.jpg;https://fimgs.net/photogram/p1200/kd/ax/vXZ7ljKiouDcDRnV.jpg;https://fimgs.net/photogram/p1200/2r/ni/kh0gqGBTpjLv4a5Y.jpg;https://fimgs.net/photogram/p1200/dt/ev/T3YBjtwFvn5GvzMY.jpg;https://fimgs.net/photogram/p1200/z4/5a/n5EIW0AaYeeYagxo.jpg;https://fimgs.net/photogram/p1200/gh/ex/6kjCUIBfOKNELKUF.jpg;https://fimgs.net/photogram/p1200/ad/h1/zz8gStk6xvJ8aDqB.jpg;https://fimgs.net/photogram/p1200/r8/lt/LpjkqgP6bsc3wTzs.jpg;https://fimgs.net/photogram/p1200/d9/xj/6FOVPDvqKsXBuxh8.jpg;https://fimgs.net/photogram/p1200/xo/sy/JNMVyUvix70xUQwl.jpg;https://fimgs.net/photogram/p1200/gs/e7/kYSk3PjvJE0RenpP.jpg;https://fimgs.net/photogram/p1200/xa/id/zPtpnNqrnFMZeK9L.jpg;https://fimgs.net/photogram/p1200/0n/xs/pmdC8LdPPhwLb9ny.jpg;https://fimgs.net/photogram/p1200/zm/o7/umKkn91m38eUHnvY.jpg;https://fimgs.net/photogram/p1200/r6/co/3pGnLilML8vFWb8N.jpg;https://fimgs.net/photogram/p1200/wv/9t/adoOWreUTnb7008S.jpg;https://fimgs.net/photogram/p1200/tn/aa/hImMhXEUaWsdBi6X.jpg;https://fimgs.net/photogram/p1200/uy/ju/mrTokhcvlthcMyyn.jpg;https://fimgs.net/photogram/p1200/6z/yi/oeiOS7TqAppNCoky.jpg;https://fimgs.net/photogram/p1200/19/68/mOZpWexD6hn2z3F1.jpg;https://fimgs.net/photogram/p1200/kg/ui/0tyZDhv00aVP1wTj.jpg;https://fimgs.net/photogram/p1200/pv/tc/J3Cuvf3aQ6UgE9De.jpg;https://fimgs.net/photogram/p1200/gm/3p/giSDqCw23MU7yAFh.jpg;https://fimgs.net/photogram/p1200/rl/mh/g6SxjdIBzXLEplbm.jpg;https://fimgs.net/photogram/p1200/ir/c1/LtYoJJ8TaOp2kxOs.jpg;https://fimgs.net/photogram/p1200/pa/9k/ROz5DHpRhqOFpeNU.jpg;https://fimgs.net/photogram/p1200/qo/6v/6VtWBaChQs8DUTGz.jpg;https://fimgs.net/photogram/p1200/uk/h8/kywBxHXo9HIb9XJM.jpg;https://fimgs.net/photogram/p1200/bp/ap/rYy2jdqWPtAHCoNU.jpg;https://fimgs.net/photogram/p1200/bn/ux/yvBBsI1GhgGJb2kd.jpg;https://fimgs.net/photogram/p1200/5v/k6/wq4AzX8jsDXWTRup.jpg||a75:100;a81:82;a35:66;a59:58;a91:58;a89:54;a62:53;a43:49;a30:49;a86:48|top(n132,0.92,3.42;n182,0.84,2.98)middle(n2159,0.86,3.1;n2185,0.77,2.62;n2285,0.74,2.5)base(n198,1.0,5.0;n2480,1.0,4.67;n2304,0.98,3.85;n2460,0.87,3.12)|Dominique Ropion;p2;Olivier Polge;p23;Anne Flipo;p118|<p>La Vie Est Belle by Lancôme is a Floral Fruity Gourmand fragrance for women. La Vie Est Belle was launched in 2012. La Vie Est Belle was created by Olivier Polge, Dominique Ropion and Anne Flipo. Top notes are Black Currant and Pear; middle notes are Iris, Jasmine and Orange Blossom; base notes are Praline, Vanilla, Patchouli and Tonka Bean. </p><p>La Vie Est Belle is a new Lancome fragrance, available on the market from fall 2012. The concept of this fragrance is centered on the idea of natural and simple beauty, freedom from conventions and the choice of once own vision of happiness. The fragrance is a kind of outlook on life, inspired by joy and pleasure in small things.</p><p>This gourmand yet elegant composition is developed by perfumers Olivier Polge, Dominique Ropion and Anne Flipo. The final formula is the result achieved after three years of probation and 5000 versions. Iris is the key ingredient of the perfume, surrounded by orange blossoms and jasmine in the heart. The composition’s opening provides fruity flavors of black currant and pear, while the base is warm, gourmand and powdery due to almond-like accords of tonka bean, praline, patchouli and vanilla.</p><p>The flacon is a redesigned version of the classic Lancome bottle from 1949. Actress Julia Roberts is the face of the campaign, shot by director Tarsem Singh.</p><p>It is available in EDP concentration.</p>|3.65;34625|3000|like_love:11300:32.51;like_like:11000:31.66;like_ok:2800:8.11;like_dislike:8100:23.37;like_hate:1500:4.34|price_way_overpriced:572:6.0;price_overpriced:2200:24.0;price_ok:4800:52.0;price_good_value:1400:15.0;price_great_value:288:3.0|gvotes_female:9200:93.0;gvotes_more_female:513:5.0;gvotes_unisex:129:1.0;gvotes_more_male:24:0.0;gvotes_male:46:0.0|longevity_very_weak:268:2.0;longevity_weak:710:4.0;longevity_moderate:3900:24.0;longevity_long_lasting:6300:39.0;longevity_eternal:4800:30.0|sillage_intimate:806:5.0;sillage_moderate:4600:29.0;sillage_strong:6700:42.0;sillage_enormous:3800:24.0|season_winter:10700:100.0;season_spring:5900:55.74;season_summer:3300:31.14;season_fall:9200:86.27|season_day:9100:85.53;season_night:9300:87.11|pros(Alluring feminine pretty and sweet,652,79;Warm elegant and sophisticated,586,100;Exceptional longevity when applied sparingly,540,34;Tends to receive compliments,285,58;Modern classic with mass appeal,243,28;Delicious and captivating fruity opening,247,76;Soft patchouli note in drydown,219,57;Best worn during autumn season,183,89;High performance with massive scent projection,38,3;Versatile appeal across all age groups,23,11)cons(Overspraying can cause headaches,681,99;Becoming too popular and ubiquitous,462,156;Can be aggressively sweet and cloying,452,256;May have an unpleasant odor on certain individuals,197,110;May be perceived as a generic mall scent,33,15)|101792;39739;55795;74137;29157;58825;120731;101224;11721;75278;184;170;62333;171;81792;67578;71512;89120;172;121871|18639;69175;50931;127530;84073;34040;59656;52414;109311;34039;49885;22333;33649;48461;73903;53345;79245;45892;51330;22980;75736;89903;31181;79754;43422;56050;66830;35493;77468;60611;69928;76394;106297;65156;59326;25727;42189;95856;72050|1460:1900:2100;18639:681:119;31181:543:180;24307:529:294;36086:411:102;35806:453:219;21974:407:128;45152:395:216;25727:285:113;36210:244:97;22333:216:50;87256:205:44;35493:205:85;35001:187:59;58926:236:158;35896:198:86;72050:173:74;79245:203:141;22980:162:77;31027:156:76|25324;31666;43297;39681;29157;1733;12426;8069;611;170;631;253;704;485;18453;707;1018;1460;210;219|24877;24289;24126;24004;23866;23853;23507;23257;23141;22991;25075;18932;25071;25074;25064;25056;25046;24976;25070;25072;25063;19925;25066;22671;25069;25068;25041;21885;24711;24498
